% 
% 
@RELATION MPO 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE class {C02, C01, C03} 

@DATA 
139.45642,692.4661004931024,13.337276856668167,36.28405518152627,0.015186345833333335,6.495070250651166,C01
108.59093,1381.0913644621983,26.44341786018314,44.87621899836441,0.011138811666666668,6.876386989849117,C01
144.16438,431.65269478644836,-13.337012751912598,30.68429110680516,0.01702469722222223,6.278336516238044,C01
110.18727,446.50813119557915,18.358097747065692,28.543717420920512,0.02336980472222221,6.029976364719885,C01
114.2154,1025.0130695067487,23.747983140591476,38.43164966561044,0.012905861944444447,6.6593326038452405,C01
108.65342,462.890396659726,19.836695214322177,28.651910313398687,0.02308195527777777,6.020505767502306,C01
115.06993,2030.2413093289326,38.436460475342614,53.32474910122671,0.011255819722222234,6.872377996077609,C01
100.05232,158.48814629973342,7.2624567397080355,20.121241371288512,0.0342823352777778,5.374498156221893,C01
140.469,643.5008389999948,20.99046389238933,32.15663963537712,0.02060777,6.152049884144346,C01
114.31063,718.898340265569,21.92244877046693,34.477262079938846,0.015375366944444444,6.482422115372989,C01
120.23963,873.9287091989896,19.409887936712888,36.860765324243964,0.015208390555555566,6.53460862547609,C01
119.34313,903.7030261824889,24.58991824442433,37.74369679318223,0.015411859166666665,6.520456805469235,C01
110.96515,888.6779354775185,22.187606012699785,37.85516634139026,0.01803397861111111,6.42887889721192,C01
107.71568,701.4793140330739,21.25633081927372,34.32430751353456,0.013952393611111115,6.521292905874504,C01
99.09658,2458.1590883264785,-26.230606692076023,64.43280976970586,0.012821421666666688,6.808265659453771,C01
108.33868,841.6789102663736,23.739844252827012,37.48670821108649,0.013923412222222221,6.601810092044148,C01
112.72832,677.4704048330648,21.32284825791272,32.62680655021853,0.02002640694444443,6.203124773934708,C01
110.09927,573.3194461289039,22.062147364161472,31.12034213791307,0.022784988055555545,6.086056865860623,C01
103.58935,165.394516577498,-5.523375180503448,20.539336395650565,0.03428821555555555,5.422426505123994,C01
137.14085,468.7733779441383,10.175290261676468,32.36477300055247,0.020151884444444462,6.245431135395182,C01
107.73372,651.7659765197199,19.13729209875826,34.4886129004898,0.015558750277777781,6.4663911126388705,C01
138.63285,1844.5613508775539,25.59394802283448,49.137785135770216,0.01031200416666666,6.936103684164938,C01
124.30768,620.9141142997522,19.828970863349042,32.9127200969528,0.019089969722222225,6.240156456256154,C01
111.09525,1531.599677437456,35.488685299233715,47.82122286347344,0.01506270555555556,6.577250651663075,C01
110.13048,761.1223240997525,21.016923953041044,35.79124407079455,0.014895171944444445,6.517547973152018,C01
126.39245,939.3745996641303,23.61371122300953,38.493518792778886,0.016453075833333334,6.487437999862275,C01
107.93917,751.8461326389057,21.139630968491964,35.34280255881436,0.013383875833333336,6.576897547579247,C01
110.21823,468.25044087892167,19.97124915479994,29.10514733592167,0.022597459166666674,6.072568292478513,C01
111.16285,854.7800632109398,21.413970869143952,37.2868274755803,0.015928988055555558,6.514974162110148,C01
117.60015,610.6412699775162,19.791758051017666,32.191522263209656,0.019131419999999996,6.245349341197776,C01
108.58622,967.8148000195486,25.423715211751755,38.50053321673299,0.011901984166666673,6.713630946629158,C01
117.56407,361.36269546225566,-9.688548749698944,28.108840800241026,0.023784365555555548,6.018357844099662,C01
108.72918,699.2165083331145,18.84974714165911,34.94697601425753,0.017290927777777777,6.413217807805515,C01
125.80807,908.0627615955965,19.486238543674478,35.0498740685741,0.012499864166666678,6.596352249668633,C01
109.02885,735.4897510108051,20.758594117919284,35.13507627091656,0.01337620555555556,6.576828424557377,C01
114.42037,1179.7035585322483,24.384488108143007,40.64100545156456,0.012668800833333336,6.681019859299201,C01
116.42465,852.8301557108368,35.35023922316208,50.690208697644906,0.018339877222222214,6.337575797079292,C01
115.29543,771.2327524788742,21.8243231248031,34.63883757602202,0.017280682500000002,6.3673532485575945,C01
125.80515,627.7675168108558,22.52229431354031,32.384523225350755,0.017917336944444442,6.273718628081003,C01
110.53,761.1117333333394,26.227038820070156,35.422269363107446,0.019291326111111107,6.27173991601137,C01
115.73067,1704.5780928889296,27.84990060958568,47.64872739455337,0.011253621111111117,6.86834666102402,C01
112.17183,962.2401066388906,23.51816173036834,39.62467432751788,0.011717714722222227,6.777959763292063,C01
121.26298,769.6285564330439,-18.03974024045708,36.416741372929536,0.012218288611111117,6.669977002063678,C01
112.35763,783.2531317322545,23.269017647069344,35.562873240118456,0.01800718833333333,6.366697420644112,C01
125.78547,1859.4427421155947,-32.32730810649422,56.02089211477524,0.010538983055555553,7.024116518669052,C01
129.69772,771.8916747863824,23.620602331704976,35.67778812895951,0.019079746388888884,6.305430261931115,C01
118.34752,461.4840488330485,5.289160686498133,28.716218377657263,0.0173626486111111,6.282004974797068,C01
111.23742,693.5912833263978,20.021477599726428,34.27959506923082,0.015793424722222223,6.448391581595511,C01
115.16253,789.7576829155926,21.51325506133165,35.382715233917054,0.01670609777777777,6.446749167124564,C01
124.63037,278.01093786555225,2.502882973598221,24.607209410559495,0.025719918055555527,5.840557972707564,C01
111.75893,1014.0060868622061,27.27854960737726,41.064773047684014,0.012784072500000004,6.726989185585683,C01
117.42617,1021.978081972182,26.264259678299123,38.310580362921975,0.01638608416666666,6.439944341556289,C01
116.29858,710.3941313263988,22.270673055559882,33.833690835437245,0.018947733611111097,6.291793484500432,C01
110.54908,599.5196574930627,20.020249140208627,31.3532679328845,0.019862317777777763,6.191683547639453,C01
113.87658,1236.8644183264942,26.79289616549757,42.13214274884574,0.014284919722222228,6.6220533889269655,C01
110.27322,678.0918359863975,20.08130045356996,34.538596339324734,0.014981229166666672,6.498997406749053,C01
113.3166,587.820264440004,-9.739943421674035,33.721597303387405,0.01845818111111111,6.317397925433221,C01
117.2333,750.1597711100076,22.11759740208941,34.253031133722054,0.017837845277777778,6.3359512291313935,C01
122.17812,532.7951244530805,14.593179029226658,32.56691774951034,0.02022008583333332,6.1837060796401895,C01
104.13897,322.29088826556205,16.504703634528727,24.498117223583197,0.03156693861111113,5.6265354730433925,C01
112.20092,780.4709158263856,23.850295010429935,34.86312505136268,0.017222053333333338,6.4014345347001145,C01
128.45392,715.8757429931652,17.068275184471915,35.35921009985709,0.016724790277777776,6.429959358447216,C01
108.08165,527.1126166108111,14.267982501816816,30.714623564872994,0.0201112836111111,6.221960189917621,C01
104.72712,478.7969846863875,17.40189964787681,29.462647043699924,0.016405580833333332,6.314845863388628,C01
