% 
% 
@RELATION Moments 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE class {C02, C01, C03} 

@DATA 
41.370325,85.58501185517667,1.8091758333780974,1.5536220827326392,C01
6.913125,22.549786918208927,3.4057290931072473,10.671773752211255,C01
54.739325,97.37600179555288,1.384377313265327,0.092861076959883,C01
33.150775,76.36991980495758,2.1462003513070598,3.0093030258345967,C01
1.372625,6.545375975300536,5.212848512480412,27.340886112792592,C01
2.2256,9.941336700584326,4.866558901723841,23.652492163015857,C01
72.54835,107.86927091052237,0.9594612305956711,-0.9504156688149048,C01
81.916,113.36784663526191,0.7685897219859628,-1.317817675148351,C01
64.321,104.24338984371217,1.1397954951569078,-0.5695549105592828,C01
41.91015,85.86454067285939,1.7877845804067807,1.4797437879437974,C01
64.493525,102.92706547645552,1.136647076245221,-0.5469047478721651,C01
1.029475,5.126554716713418,5.4631003398058136,30.204698734122488,C01
56.4908,99.63068915858986,1.3379208681260086,-0.06533555995971785,C01
36.355325,77.50970915323899,1.9735149573422535,2.3380128140514556,C01
53.178125,96.61600986802573,1.4287323819564264,0.2145316115317737,C01
43.9384,89.80205017506778,1.72489226568258,1.174925613350572,C01
25.30855,59.477450652124475,2.2954487287383603,3.9163991024028064,C01
33.0947,76.31771119298615,2.1495687904571006,3.0243058104955756,C01
0.8916,4.555591978596952,5.617852424119886,32.0395269056969,C01
34.677125,76.75284849260103,2.058066828874181,2.666068529179957,C01
42.076875,85.95311200690158,1.7816815638432304,1.4586230854485498,C01
34.985975,77.0215095679303,2.043413725540399,2.603410276930278,C01
15.193125,42.5618833650752,2.8428550673277897,6.901855242571829,C01
15.1856,42.605224242671454,2.848008314400121,6.932006393341119,C01
6.872975,22.48517576599315,3.416142760049349,10.746221659784041,C01
37.146375,77.52133988981893,1.9270228225431558,2.170108366982853,C01
65.4825,106.24563260252714,1.1131525617462705,-0.6597815940932668,C01
72.48655,109.52383259293453,0.9576788539105864,-0.9848440296522005,C01
6.70325,21.768351705306014,3.3855308519554153,10.523234490985756,C01
14.972625,40.70064973905951,2.7407203213146314,6.290305853475715,C01
45.1632,87.5428150071237,1.6668462172749425,1.0749629815247514,C01
44.9382,90.34401325919883,1.6887634632083246,1.0563426732464718,C01
1.8794,8.56785217205987,4.97586904321271,24.79998805462051,C01
7.2486,23.90314376911646,3.4498695456683315,11.002577293902151,C01
34.404,76.79197424980511,2.0749884465759303,2.727503620889318,C01
41.275675,85.53117249185277,1.8130167125385939,1.5672882185549755,C01
0.0,0.0,NaN,NaN,C01
15.58995,44.55266695160698,2.912141177741528,7.328480628346854,C01
43.3041,86.52589607428106,1.7338177619811834,1.2981045921528906,C01
57.3318,99.98931695610104,1.3152203866210899,-0.12299890831142557,C01
1.015,5.069952426841919,5.486521885793414,30.467139647653916,C01
55.69335,99.21705532003638,1.359867626206705,-0.006970437627840997,C01
15.3005,43.22414033740518,2.8710846815338966,7.0739842866814655,C01
53.573125,96.81036364407014,1.4175215033802677,0.1832973519968113,C01
46.201175,91.06798003713531,1.6445835948229874,0.9126823294020912,C01
24.982925,61.639611204858454,2.4370866115629393,4.623353886287431,C01
64.331075,104.19218475791978,1.139808140224099,-0.5683017649723223,C01
32.98985,76.40103647815829,2.156458984737729,3.047196438310519,C01
33.93745,76.63441790962928,2.1009591975002717,2.829286705143674,C01
0.0,0.0,NaN,NaN,C01
17.893275,23.367384013626044,0.751078100715667,-1.1913453945917316,C02
142.360025,75.56167279884214,0.42872490813676056,-1.3779265955722209,C02
115.6528,30.709906050299804,0.9210337217704664,-0.09020378329185474,C02
141.911025,79.95047098294441,-0.05690175727128702,-1.0091773340836723,C02
16.921175,27.25765188179326,1.3963924393452722,0.6675236859367844,C02
97.030325,74.04373178905698,0.1779784074566798,-0.8085037059407765,C02
31.8504,42.476036481548974,1.0377240789855924,-0.32797789338006034,C02
138.1968,3.0606378334586877,-0.07618064785493069,-1.2665300202447818,C02
0.0,0.0,NaN,NaN,C02
91.10395,83.11489816245289,0.5918775708107034,-0.8382653278786907,C02
19.150225,31.116956214795124,1.4405853240190112,0.7453467655810888,C02
0.0316,0.29833482044781046,10.407207889386202,114.47347556986846,C02
43.602925,37.532738031017374,0.42582713584311255,-1.0174469903943397,C02
20.00235,32.46010452751421,1.6176098172685318,1.6129697087319226,C02
65.52645,50.89166483262496,-0.02701124321163956,-1.3785183331680035,C02
6.398725,14.50777740608487,2.2092056420132518,3.529064019127218,C02
108.999525,76.34042553777557,0.7240782588895461,-0.6119932851987038,C02
47.550175,50.38015121513915,0.37708985815101553,-1.5854118123536454,C02
10.82575,20.088601886035857,1.7185208803611864,1.5008244828774258,C02
71.292075,65.25285906061714,0.14709674880672366,-1.480300363489908,C02
4.2417,9.447172187303375,2.136562433495978,3.146940489983937,C02
113.2096,64.88171898752736,-0.1107325447423403,-1.150771315514124,C02
32.285125,31.586373188586485,0.7902699579647042,-0.1316806391013694,C02
91.15265,74.90039819466077,-0.15010435835404023,-1.6892596928062407,C02
51.736075,55.269696372223734,0.5087005563397154,-1.3007938006575477,C02
65.934775,61.95200700525105,0.8230267675678585,-0.2740409098752288,C02
95.546575,75.63268201203817,0.7060505696093717,-0.38299736557084785,C02
110.7946,90.22968688713208,0.2592249305958021,-1.1964651179020365,C02
147.56175,81.50494563731445,-0.63734388072282,-0.7334773124261686,C02
59.067775,45.626977514145096,-0.10746509521237671,-1.5377823846399492,C02
0.0,0.0,NaN,NaN,C02
2.3876,5.408876744638481,2.191029001831939,3.483941320177329,C02
0.2313,1.080245103315484,4.998810375193563,24.83505199344443,C02
7.401,9.662462578430873,0.8029344488883606,-1.0488697873992199,C02
86.9018,78.14668949729723,0.20651978664438392,-1.5227781286047695,C02
46.41075,51.71853975724146,0.4750333152207978,-1.4857006404734214,C02
122.4832,50.522685313661654,0.09648289633615763,-0.4074828788948217,C02
128.49405,72.88526717486722,0.20780025173895225,-0.66297660845684,C02
61.142675,63.42874741782585,0.7443306724036988,-0.34574970255522697,C02
17.6448,22.10479582601845,0.7931695807964281,-0.8839484586410049,C02
15.82095,24.522952013917227,1.2137342334854722,-0.014872193457405647,C02
22.351025,37.41677106349899,1.5264604087651312,0.9183343105592026,C02
64.485975,43.25032159484281,-0.23804573520885242,-1.2252640637269394,C02
11.863525,15.0757945582949,0.7744898265118991,-1.044291285605762,C02
