% 
% 
@RELATION MPOC 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {C02, C01, C03} 

@DATA 
41.370325,41.370325,41.370325,7324.611134401583,7324.611134401583,7324.611134401583,104.28436772857015,104.28436772857015,104.28436772857015,125.0205866714515,125.0205866714515,125.0205866714515,0.5791921837500034,0.5791921837500034,0.5791921837500034,1.8775794023604333,1.8775794023604333,1.8775794023604333,C01
6.913125,6.913125,6.913125,508.48017773348704,508.48017773348704,508.48017773348704,33.92660325550723,33.92660325550723,33.92660325550723,43.360394953604214,43.360394953604214,43.360394953604214,0.7848914812499992,0.7848914812499992,0.7848914812499992,1.292957913888638,1.292957913888638,1.292957913888638,C01
54.739325,54.739325,54.739325,9481.84867353228,9481.84867353228,9481.84867353228,108.52538481836251,108.52538481836251,108.52538481836251,129.13281344880158,129.13281344880158,129.13281344880158,0.5012306812500025,0.5012306812500025,0.5012306812500025,1.9069958328393843,1.9069958328393843,1.9069958328393843,C01
33.150775,33.150775,33.150775,5832.218841893938,5832.218841893938,5832.218841893938,98.50848947793446,98.50848947793446,98.50848947793446,119.57019345390317,119.57019345390317,119.57019345390317,0.6341927700000041,0.6341927700000041,0.6341927700000041,1.8386265871864893,1.8386265871864893,1.8386265871864893,C01
1.372625,1.372625,1.372625,42.840875609343904,42.840875609343904,42.840875609343904,11.348911362718106,11.348911362718106,11.348911362718106,15.361592290790373,15.361592290790373,15.361592290790373,0.8893651775000002,0.8893651775000002,0.8893651775000002,0.6165686454613116,0.6165686454613116,0.6165686454613116,C01
2.2256,2.2256,2.2256,98.82770463987528,98.82770463987528,98.82770463987528,16.84664207964339,16.84664207964339,16.84664207964339,22.587793586841286,22.587793586841286,22.587793586841286,0.87512975625,0.87512975625,0.87512975625,0.7316871596578216,0.7316871596578216,0.7316871596578216,C01
72.54835,72.54835,72.54835,11635.488712293389,11635.488712293389,11635.488712293389,106.3901590516374,106.3901590516374,106.3901590516374,129.06508229764154,129.06508229764154,129.06508229764154,0.39325871124999984,0.39325871124999984,0.39325871124999984,2.10533428687647,2.10533428687647,2.10533428687647,C01
81.916,81.916,81.916,12851.947343988733,12851.947343988733,12851.947343988733,103.84429915118851,103.84429915118851,103.84429915118851,129.10787560360816,129.10787560360816,129.10787560360816,0.36613991187500006,0.36613991187500006,0.36613991187500006,1.8882749452854646,1.8882749452854646,1.8882749452854646,C01
64.321,64.321,64.321,10866.412658996705,10866.412658996705,10866.412658996705,108.8893508810662,108.8893508810662,108.8893508810662,130.1561069812097,130.1561069812097,130.1561069812097,0.4526715006249996,0.4526715006249996,0.4526715006249996,1.8690315149735768,1.8690315149735768,1.8690315149735768,C01
41.91015,41.91015,41.91015,7372.535026984863,7372.535026984863,7372.535026984863,104.21098111704201,104.21098111704201,104.21098111704201,124.91704906090783,124.91704906090783,124.91704906090783,0.572703788125003,0.572703788125003,0.572703788125003,1.9109658703300216,1.9109658703300216,1.9109658703300216,C01
64.493525,64.493525,64.493525,10593.715958065679,10593.715958065679,10593.715958065679,107.41527431542869,107.41527431542869,107.41527431542869,128.81094463426376,128.81094463426376,128.81094463426376,0.4304735706250006,0.4304735706250006,0.4304735706250006,2.146371983240304,2.146371983240304,2.146371983240304,C01
1.029475,1.029475,1.029475,26.280906224375826,26.280906224375826,26.280906224375826,9.028866411207172,9.028866411207172,9.028866411207172,12.306089076259848,12.306089076259848,12.306089076259848,0.8991494075000005,0.8991494075000005,0.8991494075000005,0.547231208867801,0.547231208867801,0.547231208867801,C01
56.4908,56.4908,56.4908,9926.026065351278,9926.026065351278,9926.026065351278,109.78201088977666,109.78201088977666,109.78201088977666,130.3999179301072,130.3999179301072,130.3999179301072,0.5049340581250019,0.5049340581250019,0.5049340581250019,1.7311671853794477,1.7311671853794477,1.7311671853794477,C01
